leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,Unnamed: 8,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value,assessed_value,adjusted_assessed_value
619700,2018,KINGS CANYON JOINT UNIFIED,5593057010,32,23,9865,358.9200134277344,,156735000,14946000,117985000,23804000,152711000,73299000,16411000,0,41709000,34945000,2470000,90726000,0,2018,Kings Canyon Joint Unified,2524283140,,,
619740,2018,KINGS RIVER UNION ELEMENTARY,5598977209,41,1,444,20,,6866000,738000,5357000,771000,6428000,3674000,156000,0,2047000,1771000,43000,516000,0,2018,Kings River Union Elementary,226154496,13055654,239210150,245053057.16862863
619830,2018,KINGSBURG JOINT UNION HIGH,5598977721,31,3,1167,56.43000030517578,,17918000,896000,9904000,7118000,18183000,9249000,1640000,0,5560000,4458000,1515000,20148000,0,2018,Kingsburg Joint Union High,1169325801,94019396,1263345197,1294203455.7653737
619950,2018,KLAMATH-TRINITY JOINT UNIFIED,5306255600,43,7,1019,65.80000305175781,,26190000,8593000,11714000,5883000,29906000,11016000,8117000,0,5901000,6615000,719000,21333000,0,2018,Klamath-Trinity Joint Unified,314327688,5513281,319840969,327653351.08575696
620070,2018,KONOCTI UNIFIED,7079946475,32,11,3575,148.5800018310547,,52328000,5118000,34289000,12921000,51546000,25925000,4020000,0,14532000,14617000,824000,26269000,0,2018,Konocti Unified,1801595666,45911844,1847507510,1892634419.8500807
620130,2018,LA CANADA UNIFIED,8189528304,21,4,4135,171.0399932861328,,57680000,948000,21986000,34746000,59054000,30545000,5919000,0,20330000,10867000,3403000,48683000,0,2018,La Canada Unified,7075546395,69388490,7144934885,7319455871.082536
620190,2018,LA HABRA CITY ELEMENTARY,5626902319,21,9,4656,186.8699951171875,,66633000,6292000,34332000,26009000,66122000,38975000,1919000,0,24411000,16000000,726000,32796000,0,2018,La Habra City Elementary,5602870165,191079460,5793949625,5935471670.776844
620220,2018,LA HONDA-PESCADERO UNIFIED,6508790286,42,3,316,22.25,,7251000,490000,1242000,5519000,7652000,3758000,300000,0,2248000,1867000,257000,10629000,0,2018,La Honda-Pescadero Unified,817097632,4891938,821989570,842067349.9399022
620250,2018,LA MESA-SPRING VALLEY,6196685700,21,23,12111,446.2799987792969,,162063000,11193000,98733000,52137000,153841000,88999000,959000,0,55788000,47245000,650000,45043000,0,2018,La Mesa-Spring Valley,13094237664,186618558,13280856222,13605252197.777157
620310,2018,LAFAYETTE ELEMENTARY,9259273500,21,5,3576,151.36000061035156,,49743000,804000,12544000,36395000,73988000,31710000,28289000,0,18499000,12956000,2100000,76870000,0,2018,Lafayette Elementary,8683918100,66871074,8750789174,8964534488.719809
620370,2018,LAGUNA BEACH UNIFIED,9494977700,21,4,2861,137.89999389648438,,69607000,1069000,7071000,61467000,66777000,37124000,5331000,0,21871000,15668000,1117000,21715000,0,2018,Laguna Beach Unified,19614139497,132508409,19746647906,20228976229.469357
620490,2018,LAGUNITA ELEMENTARY,8314492800,41,1,101,5,,1248000,36000,899000,313000,1066000,631000,13000,0,347000,275000,0,0,0,2018,Lagunitas Elementary,692427362,629568,693056930,709985422.8
620520,2018,LAGUNITAS ELEMENTARY,4154884118,41,2,231,11,,4888000,100000,991000,3797000,4566000,2278000,73000,0,1277000,1102000,223000,5508000,0,2018,Lagunitas Elementary,692427362,629568,693056930,709985422.8
620640,2018,LAKE TAHOE UNIFIED,5305412850,32,8,3872,189.8800048828125,,56901000,3048000,26178000,27675000,55542000,32299000,864000,0,19308000,15252000,3313000,72107000,0,2018,Lake Tahoe Unified,698587591,110211049,808798640,828554220.4870032
620670,2018,LAKEPORT UNIFIED,7072623000,32,6,1472,68.58000183105469,,21372000,1525000,12625000,7222000,25995000,11202000,5541000,0,6429000,6279000,867000,21830000,0,2018,Lakeport Unified,1132747795,43250097,1175997892,1204722620.083064
620790,2018,LAKESIDE UNION ELEMENTARY,6193902600,21,11,5113,218.02999877929688,,74959000,4786000,48037000,22136000,72284000,44502000,1658000,0,25199000,22140000,1110000,63919000,0,2018,Lakeside Union Elementary,1593220373,105391721,1698612094,1740102109.288866
620850,2018,LAMONT ELEMENTARY,6618450751,21,4,3023,103.0199966430664,,48214000,5206000,38471000,4537000,44274000,24795000,1648000,0,13741000,12900000,274000,9120000,0,2018,Lamont Elementary,500447271,11867768,512315039,524828760.57063305
620880,2018,LANCASTER ELEMENTARY,6619484661,21,22,14089,572.4799805,,197983000,17776000,144400000,35807000,194744000,108011000,12590000,0,68171000,47148000,3884000,74950000,0,2018,Lancaster Elementary,7814961779,257029941,8071991720,8269156841.487943
621000,2018,LAS VIRGENES UNIFIED,8188804000,21,16,11138,490.2799987792969,,150664000,5498000,59104000,86062000,145560000,83665000,6946000,0,54171000,30633000,10845000,199253000,0,2018,Las Virgenes Unified,21159933352,386898674,21546832026,22073131346.099724
621210,2018,LAWNDALE ELEMENTARY,3109731300,21,9,5291,226.08999633789065,,180561000,32876000,127285000,20400000,174043000,51536000,3804000,0,31741000,22968000,1211000,26785000,0,2018,Lawndale Elementary,3657247357,69433591,3726680948,3817708234.368329
621270,2018,LE GRAND UNION HIGH,2093899403,42,2,511,27.600000381469727,,9420000,1290000,5847000,2283000,8812000,4505000,207000,0,2374000,2439000,239000,5673000,0,2018,Le Grand Union High,871425283,67387053,938812336,961743609.3093115
621400,2018,LEMOORE UNION HIGH,5599246610,23,2,1928,82.08999633789062,,33219000,1755000,22890000,8574000,34962000,15123000,5708000,0,9154000,7319000,1397000,19265000,0,2018,Lemoore Union High,2628764988,84547048,2713312036,2779586942.586827
621570,2018,LIBERTY ELEMENTARY,5596861675,41,1,665,27,,7203000,128000,6136000,939000,5973000,3704000,562000,0,2026000,1557000,70000,647000,0,2018,Liberty Elementary,327575074,4478878,332053952,340164646.3685804
621600,2018,LIBERTY UNION HIGH,9256342166,21,5,8320,366.6300048828125,,119043000,3241000,58877000,56925000,126202000,61481000,16679000,0,35063000,30471000,4428000,94780000,0,2018,Liberty Union High,16964561834,414158309,17378720143,17803209858.445293
621690,2018,LINCOLN UNIFIED,2099538700,11,14,9348,398.7999877929688,,131579000,7711000,93400000,30468000,127099000,69691000,10324000,0,42145000,30665000,3718000,85232000,0,2018,Lincoln Unified,3952673765,114911089,4067584854,4166939002.235106
621810,2018,LINDEN UNIFIED,2098873894,41,6,2318,93.84999847,,31618000,1951000,20935000,8732000,29823000,16572000,691000,0,10019000,7565000,235000,11518000,0,2018,Linden Unified,1770849195,161088071,1931937266,1979126442.9678345
621870,2018,LINDSAY UNIFIED,5595625111,31,11,4121,167,,84659000,21546000,55704000,7409000,79774000,45265000,2217000,0,20824000,20983000,638000,21711000,0,2018,Lindsay Unified,684652707,64603492,749256199,767557405.8
621930,2018,LITTLE LAKE CITY ELEMENTARY,5628688241,21,9,4355,194.2400054931641,,60033000,3943000,40975000,15115000,58524000,36430000,1262000,0,20693000,15110000,1665000,39501000,0,2018,Little Lake City Elementary,3590704580,174583512,3765288092,3857258390.019122
621990,2018,LIVE OAK ELEMENTARY,8314756333,22,8,1968,94.84999847,,30795000,2116000,16420000,12259000,29656000,15598000,712000,0,9032000,8557000,1131000,23441000,0,2018,Live Oak Elementary,3640838737,70003733,3710842470,3801482888.350202
622050,2018,LIVE OAK UNIFIED,5306955400,31,6,1862,90.95999908447266,,27853000,2049000,18944000,6860000,32110000,14043000,7213000,0,8536000,6645000,769000,8951000,0,2018,Live Oak Unified,778204337,28649506,806853843,826561920.2003206
622110,2018,LIVERMORE VALLEY JOINT UNIFIED,9256063200,23,18,13738,592.3699951171875,,186125000,6962000,82676000,96487000,221475000,103935000,43555000,0,63799000,44005000,5191000,123715000,0,2018,Livermore Valley Joint Unified,18253627624,706311320,18959938944,19423051245.767544
622230,2018,LODI UNIFIED,2093317000,11,49,28941,1330.550048828125,,437721000,34852000,311198000,91671000,401251000,234874000,16572000,0,136053000,107561000,8442000,205377000,0,2018,Lodi Unified,15696523056,471362077,16167885133,16562799194.736805
622320,2018,LOLETA UNION ELEMENTARY,7077335705,42,1,123,6,,2607000,918000,1163000,526000,2107000,1047000,50000,0,536000,479000,17000,320000,0,2018,Loleta Union Elementary,131880583,3022222,134902805,138197918.38211447
622350,2018,LOMA PRIETA JOINT UNION ELEMENTARY,4083531101,41,2,497,25.600000381469727,,15061000,206000,1266000,13589000,15140000,4340000,7216000,0,2577000,1952000,69000,6900000,0,2018,Loma Prieta Joint Union Elementary,264747032,987722,265734754,272225546.7
622380,2018,LAS LOMITAS ELEMENTARY,6508546311,21,2,1254,68.80999755859375,,37738000,267000,4705000,32766000,51037000,19581000,18570000,0,11363000,8643000,2795000,94762000,0,2018,Las Lomitas Elementary,8256329407,247865112,8504194519,8711916553.865484
622410,2018,LOMPOC UNIFIED,8057423300,23,16,9626,440.5299987792969,,135030000,10242000,91114000,33674000,132107000,72930000,4539000,0,43855000,35602000,791000,19012000,0,2018,Lompoc Unified,4397330444,709442280,5106772724,5231509901.572176
622500,2018,LONG BEACH UNIFIED,5629978000,11,84,72935,2839.260009765625,,1205677000,107709000,782564000,315404000,1348408000,615473000,289626000,0,344249000,319981000,45112000,1180219000,0,2018,Long Beach Unified,58945292213,3174259735,62119551948,63636873748.053085
622560,2018,LOOMIS UNION ELEMENTARY,9166521800,21,7,2911,127.0999984741211,,36840000,763000,19541000,16536000,32189000,18190000,2542000,0,11622000,7791000,198000,4360000,0,2018,Loomis Union Elementary,3533043374,40948009,3573991383,3661289099.5573773
622590,2018,LOS ALAMITOS UNIFIED,5627994700,21,9,9730,376.9700012207031,,125760000,6337000,55256000,64167000,148181000,77858000,25452000,0,50819000,29833000,3728000,223154000,0,2018,Los Alamitos Unified,8522963183,365278911,8888242094,9105344810.784967
622650,2018,LOS ALTOS ELEMENTARY,6509471150,21,10,4246,210.72000122070312,,89502000,1180000,10268000,78054000,74351000,42087000,5745000,0,27129000,20428000,2258000,50665000,0,2018,Los Altos Elementary,22173944016,135916742,22309860758,22854797690.458866
622710,2018,LOS ANGELES UNIFIED,2132411000,11,785,495255,21981.25977,,9873558000,1069606000,5848248000,2955704000,9430968000,4593004000,928393000,0,2487885000,2419037000,532711000,11085372000,0,2018,Los Angeles Unified,6.16328E+11,25342186874,6.4167E+11,6.57344E+11
622740,2018,LOS BANOS UNIFIED,2098263801,32,16,11075,448.7000122070313,,159508000,11517000,117564000,30427000,152821000,78999000,13885000,0,48891000,37707000,3868000,64591000,0,2018,Los Banos Unified,3781375570,226831236,4008206806,4106110595.9525733
622800,2018,LOS GATOS-SARATOGA JOINT UNION HIGH,4083545980,21,2,3520,163.5399932861328,,73514000,950000,7728000,64836000,71751000,37510000,6567000,0,21611000,17014000,3906000,99389000,0,2018,Los Gatos-Saratoga Joint Union High,23346932132,268023572,23614955704,24191770667.619854
622830,2018,LOS GATOS UNION ELEMENTARY,4083352000,21,5,3024,135.89999389648438,,52142000,882000,6912000,44348000,47410000,29059000,1056000,0,17614000,12193000,2959000,80975000,0,2018,Los Gatos Union Elementary,11877252814,240825311,12118078125,12414072277.19866
622890,2018,LOS NIETOS,5626920271,21,4,1558,67.75,,26315000,1689000,16496000,8130000,28663000,15840000,2550000,0,9207000,7292000,1006000,35365000,0,2018,Los Nietos Unified,2210276977,337568351,2547845328,2610078572.415123
622920,2018,LOS OLIVOS ELEMENTARY,8056884025,32,1,153,10.279999732971191,,2675000,37000,507000,2131000,2654000,1305000,25000,0,846000,500000,83000,3486000,0,2018,Los Olivos Elementary,666408414,20994179,687402593,704192973.9197628
622950,2018,LOST HILLS UNION ELEMENTARY,6617972941,42,2,418,19.25,,10062000,1972000,3802000,4288000,12829000,4359000,3786000,0,2029000,1947000,418000,11155000,0,2018,Lost Hills Union Elementary,1995170744,37184147,2032354891,2081996852.1033285
623040,2018,LUCERNE ELEMENTARY,7072745578,32,1,253,12.199999809265137,,3734000,401000,2342000,991000,3983000,1931000,429000,0,1169000,1027000,11000,125000,0,2018,Lucerne Elementary,314991791,4887658,319879449,327692770.9918096
623080,2018,LUCIA MAR UNIFIED,8054743000,13,18,10363,489.0700073242188,,142682000,7501000,46492000,88689000,158930000,78008000,29564000,0,47893000,33917000,4593000,106797000,0,2018,Lucia Mar Unified,13771646344,199730436,13971376780,14312639295.589216
623160,2018,LYNWOOD UNIFIED,3108861600,21,20,13802,556.9099731445312,,207223000,18328000,164047000,24848000,211254000,104923000,15157000,0,64191000,43841000,3309000,89162000,0,2018,Lynwood Unified,3026925536,54212849,3081138385,3156397756.5494657
623340,2018,MADERA UNIFIED,5596754500,13,27,20011,828.4899902,,315755000,30398000,238572000,46785000,373287000,151555000,101244000,0,83390000,86516000,6646000,233017000,0,2018,Madera Unified,5751459113,372751174,6124210287,6273799224.543418
623430,2018,MAGNOLIA ELEMENTARY,7147615533,11,9,5851,243,,91785000,8026000,60352000,23407000,90183000,48859000,9473000,0,30045000,21695000,1095000,18755000,0,2018,Magnolia Elementary,3840999759,58451146,3899450905,3994698241.4802456
623530,2018,MAMMOTH UNIFIED,7609346802,33,4,1209,56.77000045776367,,20964000,928000,3168000,16868000,18910000,10042000,1064000,0,5906000,4930000,1641000,25762000,0,2018,Mammoth Unified,4209038549,341247391,4550285940,4661430464
623610,2018,MANTECA UNIFIED,2098253200,23,30,23617,1018.8800048828124,,333340000,21143000,218772000,93425000,318205000,182089000,13893000,0,112019000,72116000,9635000,203178000,0,2018,Manteca Unified,12412804473,863639594,13276444067,13600732272.21609
623700,2018,MANZANITA ELEMENTARY,5308465594,41,1,317,14,,3649000,235000,2939000,475000,3433000,2240000,44000,0,1338000,905000,12000,400000,0,2018,Manzanita Elementary,133441514,2034495,135476009,138785123.36727622
623820,2018,MARICOPA UNIFIED,6617698231,42,3,302,20.62000084,,10094000,436000,4943000,4715000,6918000,3618000,521000,0,1622000,2264000,194000,4035000,0,2018,Maricopa Unified,1087384992,30479273,1117864265,1145169030.8200219
623940,2018,MARIPOSA COUNTY UNIFIED,2097420250,43,11,1701,88.29000091552734,,27027000,2047000,8112000,16868000,26446000,12711000,2394000,0,7482000,6653000,433000,17685000,0,2018,Mariposa County Unified,1951715609,0,1951715609,1999387888.4703758
623970,2018,MARK TWAIN UNION ELEMENTARY,2097361855,32,2,785,35,,10126000,465000,4349000,5312000,9113000,5569000,43000,0,3260000,2533000,176000,6004000,0,2018,Mark Twain Union Elementary,1621630267,29717088,1651347355,1691682889.6686814
624000,2018,MARK WEST UNION ELEMENTARY,7075242970,21,4,1444,64.43000030517578,,20884000,677000,10399000,9808000,18122000,11550000,935000,0,6579000,4470000,394000,18794000,0,2018,Mark West Union Elementary,3090647612,389770695,3480418307,3565430423.232512
624030,2018,MARTINEZ UNIFIED,9253355800,21,9,4164,186.22000122070312,,61299000,1986000,23107000,36206000,61840000,31968000,5352000,0,17836000,14240000,3390000,103721000,0,2018,Martinez Unified,6073841415,165496890,6239338305,6391739340.281253
624090,2018,MARYSVILLE JOINT UNIFIED,5307416000,22,22,9973,425.8699951171875,,147130000,14335000,102555000,30240000,135921000,67801000,6675000,0,42379000,32773000,2357000,95658000,0,2018,Marysville Joint Unified,47215912,201756,47417668,48575884.03839491
624180,2018,MCCABE UNION ELEMENTARY,7603355200,41,1,1365,56,,15343000,543000,12031000,2769000,15770000,8784000,835000,0,5364000,4052000,261000,6907000,0,2018,McCabe Union Elementary,796042373,59249666,855292039,876183259.4851848
624230,2018,MCFARLAND UNIFIED,6617923081,31,7,3484,145.82000732421875,,58721000,5824000,39924000,12973000,52750000,27060000,4347000,0,14123000,14774000,1125000,25780000,0,2018,McFarland Unified,1430590501,46204748,1476795249,1512867203.0829635
624300,2018,MCKINLEYVILLE UNION ELEMENTARY,7078391549,33,3,1123,50.459999084472656,,15262000,1326000,7066000,6870000,14858000,8474000,597000,0,4874000,4209000,265000,21503000,0,2018,McKinleyville Union Elementary,1398734763,35155106,1433889869,1468913823.4375691
624480,2018,MENDOCINO UNIFIED,7079375868,42,6,536,38.16999816894531,,13409000,289000,3379000,9741000,12256000,5275000,0,0,3193000,3346000,326000,15348000,0,2018,Mendocino Unified,1451657209,12450894,1464108103,1499870162.9739015
624500,2018,MILPITAS UNIFIED,4086352600,13,14,10172,439.6799926757813,,158306000,6304000,48578000,103424000,146780000,81940000,7165000,0,49422000,37223000,4770000,184097000,0,2018,Milpitas Unified,15617103009,1690894789,17307997798,17730760061.259075
624540,2018,MENIFEE UNION ELEMENTARY,9516721851,21,15,10393,430.9400024414063,,130484000,6460000,88597000,35427000,118256000,69656000,6837000,0,45431000,28087000,2560000,146290000,0,2018,Menifee Union Elementary,8991605358,84575202,9076180560,9297873830
624570,2018,MENLO PARK CITY ELEMENTARY,6503217140,21,4,2930,167.97000122070312,,63290000,781000,7637000,54872000,59876000,36983000,738000,0,24308000,14501000,3809000,141542000,0,2018,Menlo Park City Elementary,15636672683,175149822,15811822505,16198039440.458418
624600,2018,MERCED CITY ELEMENTARY,2093856600,13,19,11009,430.7200012207031,,161530000,17912000,126363000,17255000,158198000,83931000,14264000,0,49482000,45219000,2000000,63021000,0,2018,Merced City Elementary,5108335821,337636961,5445972782,5578995203.532298
624630,2018,MERCED RIVER UNION ELEMENTARY,2093585679,41,1,177,7.139999866485596,,2609000,199000,1512000,898000,2189000,1127000,8000,0,661000,524000,80000,1845000,0,2018,Merced River Union Elementary,266760321,45652585,312412906,320043851.4596283
624660,2018,MERCED UNION HIGH,2093252000,13,9,10523,503.5299987792969,,176153000,13888000,126508000,35757000,170308000,83104000,10983000,0,49592000,43259000,3684000,135341000,0,2018,Merced Union High,12477035156,842298229,13319333385,13644669197.533754
624720,2018,MESA UNION ELEMENTARY,8054851411,41,1,615,26.799999237060547,,8340000,492000,4364000,3484000,7185000,4001000,65000,0,2597000,1393000,329000,10606000,0,2018,Mesa Union Elementary,1082633821,26195750,1108829571,1135913656.8934429
