leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value
619380,2020,KENTFIELD ELEMENTARY,4154585130,21,2,1097,63.43,,22829000,691000,2760000,19378000,21338000,13159000,1432000,0,8118000,4907000,1551000,37120000,0,2020,kentfield elementary,5096986469,57586680
619490,2020,KERMAN UNIFIED,5598439000,31,7,5230,227.1,,91161000,15772000,62590000,12799000,72729000,37632000,6555000,0,21933000,16061000,1383000,45982000,0,2020,kerman unified,1686939144,70616440
619540,2020,KERN HIGH,6618273100,11,24,42370,1727.08,,740574000,93759000,459406000,187409000,707668000,282206000,83117000,0,177964000,162760000,15189000,376036000,0,2020,kern high,56215988757,2471131863
619590,2020,KERNVILLE UNION ELEMENTARY,7603793651,41,3,812,39.05,,15825000,3685000,8066000,4074000,14337000,6553000,924000,0,3858000,3273000,209000,7233000,0,2020,kernville union elementary,1006280021,20019499
619700,2020,KINGS CANYON JOINT UNIFIED,5593057010,32,23,9634,408.88,,178497000,29584000,121801000,27112000,162731000,80932000,17566000,0,43460000,35102000,3215000,92883000,0,2020,kings canyon joint unified,2796551220,116917029
619740,2020,KINGS RIVER UNION ELEMENTARY,5598977209,41,1,397,20,,6989000,1147000,5072000,770000,6482000,4023000,0,0,2222000,1526000,37000,281000,0,2020,kings river union elementary,262112962,11968538
619830,2020,KINGSBURG JOINT UNION HIGH,5598977721,31,3,1191,56.17,,21476000,2590000,11080000,7806000,19426000,11239000,894000,0,6503000,4022000,1355000,22795000,0,2020,kingsburg joint union high,1357042970,85924520
619950,2020,KLAMATH-TRINITY JOINT UNIFIED,5306255600,43,7,990,62,,25319000,10438000,11194000,3687000,22590000,10281000,1570000,0,5821000,5667000,764000,21563000,0,2020,klamath-trinity joint unified,345658937,8150456
620070,2020,KONOCTI UNIFIED,7079946475,32,11,3603,166.39,,62643000,9711000,40161000,12771000,54901000,26742000,2642000,0,14622000,14849000,1261000,40818000,0,2020,konocti unified,1922851613,54320692
620130,2020,LA CANADA UNIFIED,8189528304,21,4,3988,166.88,,59463000,2685000,22802000,33976000,64003000,30481000,8880000,0,21818000,10122000,4665000,77421000,0,2020,la canada unified,7785501763,83708898
620190,2020,LA HABRA CITY ELEMENTARY,5626902319,21,9,4537,185.77,,76693000,10630000,35350000,30713000,69307000,37278000,2407000,0,25716000,15617000,1187000,43851000,0,2020,la habra city elementary,6294376798,205395064
620220,2020,LA HONDA-PESCADERO UNIFIED,6508790286,42,3,275,22.56,,7716000,604000,1184000,5928000,6931000,3759000,128000,0,2475000,1708000,273000,10623000,0,2020,la honda-pescadero unified,911505047,5031670
620250,2020,LA MESA-SPRING VALLEY,6196685700,21,23,11203,438.98,,170772000,24123000,94409000,52240000,156917000,93925000,599000,0,59876000,41654000,1957000,38943000,0,2020,la mesa-spring valley,14828252600,209384240
620310,2020,LAFAYETTE ELEMENTARY,9259273500,21,5,3261,156.61,,52676000,1873000,10958000,39845000,48344000,30265000,2970000,0,18192000,12042000,2433000,72369000,0,2020,lafayette elementary,9783730704,72852902
620370,2020,LAGUNA BEACH UNIFIED,9494977700,21,4,2634,142.86,,76234000,3049000,7642000,65543000,68922000,39383000,4154000,0,24425000,15155000,376000,15920000,0,2020,laguna beach unified,21734293833,154095605
620490,2020,LAGUNITA ELEMENTARY,8314492800,41,1,94,5,,1141000,60000,750000,331000,1132000,694000,0,0,360000,350000,0,0,0,2020,lagunitas elementary,763040721,1299154
620520,2020,LAGUNITAS ELEMENTARY,4154884118,41,2,229,11,,4739000,170000,860000,3709000,4544000,2419000,5000,0,1406000,1079000,214000,5159000,0,2020,lagunitas elementary,763040721,1299154
620640,2020,LAKE TAHOE UNIFIED,5305412850,32,8,3725,181.67,,57775000,5236000,24349000,28190000,54340000,30902000,387000,0,19493000,12882000,3565000,103463000,0,2020,lake tahoe unified,7743486862,134609198
620670,2020,LAKEPORT UNIFIED,7072623000,32,6,1388,71.61,,22340000,3202000,11774000,7364000,20751000,11223000,278000,0,6442000,5406000,1108000,20752000,0,2020,lakeport unified,1226223746,47788228
620790,2020,LAKESIDE UNION ELEMENTARY,6193902600,21,11,4679,208.33,,76123000,10155000,44642000,21326000,78722000,45345000,7467000,0,25941000,19933000,1535000,64107000,0,2020,lakeside union elementary,1868173623,129695369
620850,2020,LAMONT ELEMENTARY,6618450751,21,4,2849,124.01,,68541000,15101000,48692000,4748000,51627000,25659000,9897000,0,13338000,12014000,314000,8085000,0,2020,lamont elementary,548186148,22944222
620880,2020,LANCASTER ELEMENTARY,6619484661,21,22,13594,582.55,,232570000,36420000,156383000,39767000,212032000,120324000,12818000,0,69891000,46283000,4681000,84829000,0,2020,lancaster elementary,8926337399,277382709
621000,2020,LAS VIRGENES UNIFIED,8188804000,21,16,10248,416.12,,155341000,9673000,61896000,83772000,137001000,81633000,1749000,0,51162000,31982000,12910000,171381000,0,2020,las virgenes unified,22964691430,417729253
621150,2020,LATON JOINT UNIFIED,5599224015,41,4,633,36.45,,12150000,1829000,7663000,2658000,18600000,6350000,7680000,0,3016000,2467000,1000,6758000,0,2020,laton joint unified,355173054,22953030
621210,2020,LAWNDALE ELEMENTARY,3109731300,21,9,4949,202.52,,183763000,31900000,133208000,18655000,164241000,46806000,2191000,0,29078000,19021000,1385000,33090000,0,2020,lawndale elementary,4034284352,80281525
621270,2020,LE GRAND UNION HIGH,2093899403,42,2,514,27.1,,10481000,1873000,5924000,2684000,11465000,4938000,1720000,0,2597000,2263000,215000,5290000,0,2020,le grand union high,985618676,76542674
621360,2020,LEMOORE UNION ELEMENTARY,5599246800,23,7,3227,155.81,,46863000,6529000,35313000,5021000,66333000,23500000,25062000,0,13784000,10310000,1043000,13690000,0,2020,lemoore union elementary,2198553081,33170139
621400,2020,LEMOORE UNION HIGH,5599246610,23,2,1974,93.12,,36724000,4026000,24627000,8071000,42043000,15918000,10704000,0,9800000,7258000,1836000,24032000,0,2020,lemoore union high,2815161673,176867656
621570,2020,LIBERTY ELEMENTARY,5596861675,41,1,677,29,,8790000,483000,6883000,1424000,7411000,3843000,1562000,0,2300000,1555000,61000,550000,0,2020,liberty elementary,370924156,6716553
621600,2020,LIBERTY UNION HIGH,9256342166,21,5,8222,366.95,,133331000,7428000,61496000,64407000,134514000,65900000,24756000,0,37568000,26677000,3766000,147955000,0,2020,liberty union high,19575599143,440427833
621690,2020,LINCOLN UNIFIED,2099538700,11,14,8939,409.32,,143786000,15127000,97791000,30868000,117981000,68898000,4229000,0,41949000,26180000,3683000,83853000,0,2020,lincoln unified,4259848056,107073200
621810,2020,LINDEN UNIFIED,2098873894,41,6,2323,107.62,,33845000,4255000,19904000,9686000,29750000,17390000,18000,0,10342000,6595000,233000,8351000,0,2020,linden unified,1956192876,222015565
621870,2020,LINDSAY UNIFIED,5595625111,31,11,4067,166.91,,109372000,36449000,63607000,9316000,86486000,39019000,15045000,0,19677000,17475000,930000,20097000,0,2020,lindsay unified,759034816,70634982
621930,2020,LITTLE LAKE CITY ELEMENTARY,5628688241,21,9,4079,185.66,,64099000,7294000,40563000,16242000,56897000,35799000,67000,0,19319000,14219000,1568000,37125000,0,2020,little lake city elementary,4223641192,220852217
621990,2020,LIVE OAK ELEMENTARY,8314756333,22,7,1730,79.52,,31989000,4646000,15636000,11707000,27206000,13064000,139000,0,7867000,7537000,1075000,22061000,0,2020,live oak elementary,4059574498,77194369
622050,2020,LIVE OAK UNIFIED,5306955400,31,6,1902,92.91,,32055000,5030000,20232000,6793000,29311000,16543000,1819000,0,9505000,6771000,1009000,8446000,0,2020,live oak unified,885134484,41613798
622110,2020,LIVERMORE VALLEY JOINT UNIFIED,9256063200,13,18,13305,581.94,,194822000,15234000,77469000,102119000,239049000,107147000,59409000,0,67010000,41427000,8097000,199105000,0,2020,livermore valley joint unified,20658718644,940075971
622230,2020,LODI UNIFIED,2093317000,23,49,27896,1312.46,,480680000,68883000,311369000,100428000,508293000,242929000,88076000,0,152307000,88409000,11364000,301132000,0,2020,lodi unified,6958098712,68181048
622320,2020,LOLETA UNION ELEMENTARY,7077335705,42,1,97,6,,2509000,969000,978000,562000,2360000,1337000,0,0,660000,513000,15000,300000,0,2020,loleta union elementary,143034224,2616426
622350,2020,LOMA PRIETA JOINT UNION ELEMENTARY,4083531101,41,2,441,23,,8012000,405000,1088000,6519000,9889000,4189000,2040000,0,2626000,1636000,171000,8626000,0,2020,loma prieta joint union elementary,284069394,1044623
622380,2020,LAS LOMITAS ELEMENTARY,6508546311,21,2,1116,78.03,,40380000,797000,3524000,36059000,38192000,19715000,6389000,0,11670000,7475000,1747000,131535000,0,2020,las lomitas elementary,9310081663,255575660
622410,2020,LOMPOC UNIFIED,8057423300,23,16,9231,436,,137828000,18249000,86762000,32817000,144014000,79736000,11491000,0,46112000,30674000,822000,12824000,0,2020,lompoc unified,4764731953,705788214
622500,2020,LONG BEACH UNIFIED,5629978000,11,84,69413,2808.82,,1266461000,166770000,784916000,314775000,1163778000,601799000,121580000,0,345035000,296317000,54618000,1410590000,0,2020,long beach unified,,
622560,2020,LOOMIS UNION ELEMENTARY,9166521800,21,7,2847,126.13,,35490000,2323000,15935000,17232000,28958000,17724000,147000,0,11788000,6317000,120000,2335000,0,2020,loomis union elementary,4031835972,50287058
622590,2020,LOS ALAMITOS UNIFIED,5627994700,21,9,9317,366.3,,136013000,11711000,55917000,68385000,151294000,80327000,24953000,0,49502000,29672000,5776000,273422000,0,2020,los alamitos unified,9460003994,351246193
622650,2020,LOS ALTOS ELEMENTARY,6509471150,21,11,3576,193.28,,111615000,2778000,8378000,100459000,71664000,39081000,1069000,0,26693000,17714000,5011000,164070000,0,2020,los altos elementary,25500309168,188479601
622710,2020,LOS ANGELES UNIFIED,2132411000,11,782,460633,21872.95,,11112479000,2056204000,5747927000,3308348000,9900601000,4634853000,871543000,0,2494911000,2308241000,519580000,11908363000,0,2020,los angeles unified,7.08215E+11,28442033623
622740,2020,LOS BANOS UNIFIED,2098263801,32,17,10858,449.37,,189273000,24783000,132250000,32240000,166647000,92470000,7913000,0,53214000,43306000,4774000,76401000,0,2020,los banos unified,4432173414,234242557
622830,2020,LOS GATOS UNION ELEMENTARY,4083352000,21,5,2710,129.7,,58730000,2009000,5227000,51494000,49742000,29957000,1916000,0,19338000,10565000,2616000,72185000,0,2020,los gatos union elementary,13383065499,249279966
622890,2020,LOS NIETOS,5626920271,21,4,1379,61.9,,31095000,4774000,14251000,12070000,28862000,13840000,4315000,0,8121000,6111000,1172000,40518000,0,2020,los nietos unified,2820580868,351614948
622920,2020,LOS OLIVOS ELEMENTARY,8056884025,32,1,155,9,,2787000,69000,491000,2227000,2357000,1192000,15000,0,754000,445000,71000,2964000,0,2020,los olivos elementary,725868663,17964225
622950,2020,LOST HILLS UNION ELEMENTARY,6617972941,42,2,288,14.9,,9890000,2133000,2423000,5334000,10055000,3632000,2077000,0,1569000,1487000,356000,9385000,0,2020,lost hills union elementary,2158379933,36606937
623040,2020,LUCERNE ELEMENTARY,7072745578,32,1,274,17,,6096000,745000,4391000,960000,7759000,2209000,3742000,0,1327000,1077000,107000,2835000,0,2020,lucerne elementary,342747468,4357300
623080,2020,LUCIA MAR UNIFIED,8054743000,23,19,9921,502.56,,145583000,15084000,39829000,90670000,146072000,77898000,17266000,0,46826000,31516000,6182000,139449000,0,2020,lucia mar unified,15415605142,228555124
623160,2020,LYNWOOD UNIFIED,3108861600,21,19,12791,530.34,,236458000,41604000,171208000,23646000,227543000,111760000,14170000,0,61996000,50567000,3900000,110353000,0,2020,lynwood unified,3391720989,99234217
623340,2020,MADERA UNIFIED,5596754500,13,28,19941,914.2,,368316000,55652000,255828000,56836000,333921000,161852000,35064000,0,90378000,79043000,10736000,288432000,0,2020,madera unified,6419706431,436282751
623430,2020,MAGNOLIA ELEMENTARY,7147615533,11,9,5385,225,,102283000,15857000,61441000,24985000,83106000,49001000,3560000,0,28749000,22613000,1012000,17240000,0,2020,magnolia elementary,4305278232,60181380
623530,2020,MAMMOTH UNIFIED,7609346802,33,4,1119,57.28,,22817000,1678000,3404000,17735000,34876000,9737000,18341000,0,5544000,4424000,1190000,47165000,0,2020,mammoth unified,4677574617,363378313
623610,2020,MANTECA UNIFIED,2098253200,23,29,23660,1043.15,,392813000,44975000,237265000,110573000,354683000,173229000,57687000,0,103887000,67231000,9801000,213311000,0,2020,manteca unified,,
623700,2020,MANZANITA ELEMENTARY,5308465594,41,1,276,12.6,,5745000,521000,4573000,651000,11384000,2182000,7962000,0,1318000,806000,9000,290000,0,2020,manzanita elementary,148767220,2267161
623820,2020,MARICOPA UNIFIED,6617698231,42,3,318,20,,11976000,1388000,4731000,5857000,6724000,3653000,4000,0,1781000,2025000,188000,3185000,0,2020,maricopa unified,1189019900,40885642
623940,2020,MARIPOSA COUNTY UNIFIED,2097420250,43,11,1604,83.96,,29587000,2989000,8977000,17621000,30902000,13122000,6107000,0,7378000,6218000,830000,15885000,0,2020,mariposa county unified,2126779799,157316026
623970,2020,MARK TWAIN UNION ELEMENTARY,2097361855,32,2,690,31.67,,10581000,1031000,3453000,6097000,8781000,4953000,185000,0,3088000,2033000,136000,4959000,0,2020,mark twain union elementary,1798411866,33223527
624000,2020,MARK WEST UNION ELEMENTARY,7075242970,21,4,1298,66.92,,21632000,1882000,9575000,10175000,18932000,12456000,337000,0,7392000,4591000,457000,17253000,0,2020,mark west union elementary,2887606884,479727750
624030,2020,MARTINEZ UNIFIED,9253355800,21,9,3983,187.11,,66263000,4632000,26932000,34699000,81677000,32906000,25533000,0,18170000,13620000,4259000,127173000,0,2020,martinez unified,6563938873,181075846
624090,2020,MARYSVILLE JOINT UNIFIED,5307416000,22,22,9733,428.49,,168123000,25464000,106034000,36625000,156960000,71749000,22679000,0,43537000,31724000,2097000,108232000,0,2020,marysville joint unified,51802462,226369
624180,2020,MCCABE UNION ELEMENTARY,7603355200,41,1,1312,55,,19047000,1179000,15069000,2799000,15544000,9079000,959000,0,5616000,3548000,136000,8282000,0,2020,mccabe union elementary,855301279,58005345
624230,2020,MCFARLAND UNIFIED,6617923081,31,7,3445,141.02,,64553000,9971000,42212000,12370000,55195000,26621000,8028000,0,13737000,12311000,41000,36517000,0,2020,mcfarland unified,1708678530,55216687
624300,2020,MCKINLEYVILLE UNION ELEMENTARY,7078391549,33,3,971,44.47,,15856000,2301000,6363000,7192000,14542000,8384000,206000,0,4677000,3749000,699000,23514000,0,2020,mckinleyville union elementary,1535714295,43382611
624480,2020,MENDOCINO UNIFIED,7079375868,42,6,477,38.52,,13943000,830000,3128000,9985000,13829000,4929000,1617000,0,3163000,2861000,521000,31277000,0,2020,mendocino unified,1553390894,13700193
624500,2020,MILPITAS UNIFIED,4086352600,13,14,10413,440.49,,166866000,12934000,56029000,97903000,183382000,84747000,41623000,0,56372000,33046000,5606000,160468000,0,2020,milpitas unified,17664674806,1896213020
624540,2020,MENIFEE UNION ELEMENTARY,9516721851,21,15,10456,446.29,,143649000,14120000,91990000,37539000,149407000,76328000,21662000,0,48871000,29073000,3674000,173210000,0,2020,menifee union elementary,10980085364,112840533
624570,2020,MENLO PARK CITY ELEMENTARY,6503217140,21,4,2781,176.44,,71397000,1864000,10660000,58873000,66054000,41803000,1504000,0,28756000,15350000,1765000,142068000,0,2020,menlo park city elementary,18004957050,168956453
624600,2020,MERCED CITY ELEMENTARY,2093856600,13,19,10800,423.47,,185986000,28463000,133892000,23631000,149812000,85838000,3249000,0,50419000,38301000,2246000,63062000,0,2020,merced city elementary,5828733154,361184687
624630,2020,MERCED RIVER UNION ELEMENTARY,2093585679,41,1,218,5.36,,3181000,516000,1748000,917000,2580000,1318000,252000,0,807000,488000,80000,1837000,0,2020,merced river union elementary,294257155,49505124
624660,2020,MERCED UNION HIGH,2093252000,13,9,10977,521.36,,201915000,29992000,130577000,41346000,174721000,87328000,13793000,0,53656000,38289000,3627000,161474000,0,2020,merced union high,14513166848,988485956
624720,2020,MESA UNION ELEMENTARY,8054851411,41,1,584,27.24,,9037000,745000,4552000,3740000,8478000,3918000,1156000,0,2674000,1292000,389000,15288000,0,2020,mesa union elementary,1151403866,32022829
624750,2020,MIDDLETOWN UNIFIED,7079874100,42,6,1391,67.6,,21517000,2126000,10804000,8587000,18354000,9792000,266000,0,5618000,4815000,1145000,25376000,0,2020,middletown unified,1606124478,33421147
624780,2020,MIDWAY ELEMENTARY,6617684344,42,1,72,6,,2498000,157000,291000,2050000,2136000,1115000,0,0,451000,762000,221000,4354000,0,2020,midway elementary,1361849888,36451844
624870,2020,MILL VALLEY ELEMENTARY,4153897700,21,6,2640,137.54,,54753000,2121000,7103000,45529000,53395000,31468000,1887000,0,18805000,13087000,3108000,65698000,0,2020,mill valley elementary,12265827499,114056773
624900,2020,MILLBRAE ELEMENTARY,6506975693,21,5,2238,96,,33281000,2273000,24098000,6910000,29663000,17928000,414000,0,10284000,6631000,1047000,49460000,0,2020,milbrae elementary,6215132736,4054171811
625110,2020,MISSION UNION ELEMENTARY,8316783524,42,1,123,7,,1685000,49000,1202000,434000,1552000,1036000,20000,0,649000,436000,9000,190000,0,2020,mission union elementary,143060874,33228797
625130,2020,MODESTO CITY ELEMENTARY,2095741500,12,26,14205,626.49,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2020,modesto city elementary,8194996038,590539051
625150,2020,MODESTO CITY HIGH,2095741500,12,8,15386,640.96,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2020,modesto city high,23763960781,1473583685
625230,2020,MOJAVE UNIFIED,6618244001,32,6,2869,125.05,,48507000,6423000,24722000,17362000,41580000,19202000,218000,0,12878000,9047000,2345000,36731000,0,2020,mojave unified,994067824,288605398
625290,2020,MONROE ELEMENTARY,5598342895,42,1,152,10,,3009000,650000,2045000,314000,2762000,1446000,66000,0,822000,652000,30000,923000,0,2020,monroe elementary,112604609,859560
625320,2020,MONROVIA UNIFIED,6264712010,21,11,5247,236.54,,91020000,11083000,48950000,30987000,77798000,45484000,282000,0,25928000,21154000,2133000,84945000,0,2020,monrovia unified,,
625410,2020,MONTE RIO UNION ELEMENTARY,7078652266,31,1,62,5,,2124000,111000,340000,1673000,2011000,736000,231000,0,419000,348000,162000,3170000,0,2020,monte rio union elementary,445269575,1659143
625470,2020,MONTEBELLO UNIFIED,3238877900,21,29,23092,982.46,,449630000,76539000,273719000,99372000,447426000,249478000,19865000,0,123113000,111825000,11822000,198511000,0,2020,montebello unified,,
